 جب سماج اسلامی اخلاقیات کا نمونہ بنے گا۔"
آسمانوں کے حالات بدلے تو سب کچھ لٹ گیا۔
آسٹررو ہانگیرین ایمپائر (- ) کے ٹکڑے ٹکڑے ہوئے۔
آصف زرداری اور خورشید شاہ دوغلی باتیں کرتے رہے۔
آصف زرداری صاحب کا معاملہ تو اور مشکل تھا۔
آصف علی زرداری اور نواز شریف اقتدار میں تھے۔
آصف علی زرداری بدنام ہوچکے اوران کی پارٹی ہوگئی۔
آصف علی زرداری نے بھی بڑے پیسے اکٹھے کیے۔
آلودگی میں چین کا حصہ ستائیس فی صد ہے۔
آنکھیں اور دماغ کھولنے والی باتیں اس میں تھیں۔
آنکھیں، نیلو کی لازوال ڈانسنگ پہ جمی ہوتی ہیں۔
آنے والے دن ان کے لیے بہت سخت ہوں۔
آنے والے دنوں، میں اس میں اضافہ ہوسکتا ہے۔
آپ اس سے بددیانتی کی توقع نہیں کرسکتے تھے۔
آپ ان میں جھانکیںتونگاہیں خیرہ ہو جائیں میدان ہیں۔
آپ بتائیں کہ کس کا کتنا قرضہ دینا ہے۔
آپ نے اللہ کے رسولﷺ کی صحبت اٹھائی ہے۔
آپ کو داماد پیغمبر ہونے کا شرف حاصل ہے۔
آپ کو کالم کے لاکھوں روپے مل رہے تھے۔
آپ کہہ سکتے ہیں کہ یہ کتابی باتیں ہیں۔
آپ کی اگر علمی قابلیت اس معیار کی ہے۔
آپریشن کے درمیان یہ کمی بیشی ہو جاتی ہے۔
آپﷺ کثرت سے اپنے رب کو یاد کرتے ہیں۔
آکسفورڈ اور کیمبرج نے یہی خدمت سر انجام دی؟
آگے شاہدرہ میں دو جگہ پہ پھر یہی حال۔
آگے کامونکی سڑک پہ رکاوٹ اور پولیس اورانتظامیہ غائب۔
اب آئین کے بنیادی ڈھانچے ہی کو بدلنا ہے۔
اب اس تضاد کو کیسے دور کیا جا ئے؟
اب اس دلیل کا جواب کسی کے پاس ہے۔
اب اس کے سامنے ایک ہی پامال راستہ تھا۔
اب اسحاق ڈار نے بھی یہی صفائی دکھائی ہے۔
اب اقتدار کا ہما کس کے سر بیٹھے گا؟
اب البتہ مسئلہ یہ ہے کہ پاکستان تنہا ہے۔
اب النہضہ"" مکمل طور پر ایک سیاسی جماعت ہے۔
اب ان کا مقدمہ دو ستونوں پر کھڑا ہے۔
اب انڈیا بھی اسی راہ پر چل نکلا ہے۔
اب انڈیا کا جھکائو دائیں بازو کی طرف ہے۔
اب انہیں یہ سنائیں تو شاید وہ ہنس پڑیں۔
اب اگر ثالث بالخیر کوئی کردار ادا کرتا ہے۔
اب اگر وہ خود اس کا شکار ہوئے ہیں۔
اب ایک آدھ ٹیسٹ ہوا ہے، مزید ہونے ہیں۔
اب ایک اور پاور سٹرگل چل رہی ہے۔
اب ایک لحاظ سے دل صاف ہو گیا ہے۔
اب ایک نظرعصری سیاسی روایت پر بھی ڈالتے ہیں۔
اب بھی ایسا ہوتا ہے لیکن مخصوص مقامات پہ۔
اب بھی دل پہ نقوش اس کے موجود ہیں۔
اب بھی ریاست کی کوئی صحیح راہ متعین نہیںہوئی۔
اب تو اخبارات پڑھنے کو بھی جی نہیں چاہتا۔
اب تو بسنت بھی ان کی گرفت میں ہے۔
اب تو صورت حال مزید مشکل ہو گئی ہے۔
اب تو فطرت ہی تبدیلی کی زد میں ہے۔
اب تو لوگ اس بات پر ہنس پڑتے ہیں۔
اب تو مکمل طورپہ پرانی عادت پہ آچکے ہیں۔
اب تو ہمارے جیسوں کے لئے قریب شام ہے۔
اب تویہاں میاں افتخار بھی اجنبی دکھائی دیتے ہیں۔
اب تپتی زمین ہے اور میری آبلہ پائی ہے۔
اب جمہوریت کا ورد قوم کو سناتے نہیں تھکتے۔
اب جہاں گندم اگتی تھی، "کوٹھیاں" بن گئی ہیں۔
اب خارجی معاملات کو دیکھیے صلح حدیبیہ کیا ہے؟
اب دیکھا تو مٹی کا ایک ڈھیر سامنے تھا۔
اب دیکھیے بے نظیر صاحبہ کا جملہ کیا ہے۔
اب سوچنا چاہیے کہ قومی وسائل جتنے بھی ہیں۔
اب شام بھی پیہم حملوں کی زد میں ہے۔
اب فیصلے سے کسی کو تو ہزیمت اٹھانا تھی۔
اب لازم ہے کہ اسے مطلق اختیارات حاصل ہوں۔
اب لوگ اس پہلو سے بھی موازنہ کریں گے۔
اب مسلم تہذیب کو کوئی خطرہ لاحق نہیں تھا۔
اب ن لیگ اس بند گلی سے کیسے نکلے؟
اب وہ اہل صحافت کو بھی شریک کرتی ہیں۔
اب وہ موسیقی کہاں گئی اور کہاں وہ آرٹسٹ؟
اب وہ پرسکون دن کبھی واپس نہیں آئیں گے۔
اب پورا ملک بھی اس کی لپیٹ میں ہے۔
اب ڈاکٹرز کا ایک گروہ وجود میں آگیا ہے۔
اب کئی دنوں سے ان دعاؤں سے محروم ہوں۔
اب کسی پیغمبر کو نہیں، قیامت کو آنا ہے۔
اب کچھ اور بند کرنے کی گنجائش نہیں رہی۔
اب کہاں سے آئے صدا لا الہ الا اللہ؟
اب گاؤں میں بھی انٹرنیٹ کی سہولت موجود ہے۔
اب گیس کی سنیے! یہ تو سراپا ہجر ہے۔
اب ہر دعوے کی حقیقت واضح ہو رہی ہے۔
اب ہم نون لیگ کی ہچکیاں سن رہے ہیں۔
اب یہ بھی رخصت کے مراحل میں لگتے ہیں۔
اب یہاں سے معاملات کیا رخ اختیار کریں گے؟
اب یہی صورت حال ہمارے اخبارات کی بھی ہے۔
اب یہی کچھ سیاست میں بھی ہونے لگا ہے۔
ابلاغ کے ذرائع سے اس کی تشہیر کرتی ہیں۔
ابوالکلام ایک عالم کا مزاج لے کر آئے تھے۔
ابھی تو انہیں صرف نااہلی کا زخم لگا ہے۔
ابھی تو جج صاحبان نے کچھ کیا ہی نہیں۔
ابھی تو سوال اٹھانے کا موسم بھی نہیں آیا؟
ابھی تو معیشت کا دائرہ مزید تنگ ہونا ہے۔
ابھی سیاسی افق پہ اکھاڑ بچھاڑ بہت ہونا ہے۔
ابھی چھ ماہ صرف خیر کی خبر دینی ہے۔
اتر پردیش کے مسلمان تاریخ کے ستم زدہ ہیں۔
اتنا بڑا سیٹھ‘ اور کیا کرتے ہوئے پکڑا گیا۔
اتنی سے ایک کیا دس سٹیل ملیں چل جائیں۔
اتنے ہی نیک جتنا کوئی عام آدمی ہوتا ہے۔
اتوار کے روز بھی ان کی کچہری لگتی ہے۔
احباب توقعات کے ٹوٹے پیمانوں کا نوحہ لکھتے ہیں۔
احتجاج اور احتجاجی کلچر یہ ایمرجنسی بند کیوں ہے؟
احتجاج سے ملک کا کون سا مفاد وابستہ ہے؟
احتجاج وغیرہ سے اس کا دور تک تعلق نہیں۔
احترام اور اطاعت مگر اپنی جگہ برقرار رہتے ہیں۔
احتساب عدالت میں ان کے خلاف ریفرنس جاری ہیں۔
احتساب کی پہلی شرط اس کا علانیہ ہونا ہے۔
احسن طریقے سے اسے سنتے اور ہضم کرتے ہیں۔
اخبار سے کتاب پر چھلانگ لگانا بہت آسان ہے۔
اخبارات کا پہلا اجرا انگریزوں کے زمانے میں ہوا۔
اخلاق اور قانون، دونوں کا جواب نفی میں ہے۔
اخلاق سے الگ مذہب کا کوئی تصور ممکن ہے؟
اخلاق کا تعلق اس کے داخلی وجود سے ہے۔
اخلاقی اعتبار سے افغانوں کی مدد کرنا درست تھا۔
اخلاقیات کے تقاضے نئی نظروں سے دیکھے جانے لگے۔
اخلاقیات کے عصری تصوراتکیا اخلاقیات ایک موضوعی معاملہ ہے؟
ادبی کتب میں یہی حال ابن انشا کا تھا۔
ادھر جانا ادھر پھسلنا ہماری سیاست کا حصہ ہے۔
اربوں روپے کی انویسٹمنٹ ان میں ہو رہی ہے۔
ارشاد احمد حقانی میرے ممدوح اخبارنویس اورکالم نگار تھے۔
ارفرٹ اپنے اندر صدیوں کی تاریخ سمیٹے ہوئے ہے۔
اس "ہم" میں یقینا ہمارا میڈیا بھی شامل ہے۔
اس آرٹیکل میں سہولتوں کی فراہمی کا ذکر ہے۔
اس اثاثے کو محفوظ رکھنا کیا کم خدمت ہے؟
اس احساس کے ساتھ مجھے اپنی بات کہنی چاہیے۔
اس اختلاف کا سبب زمان ومکان کا اختلاف ہے۔
اس اقدام سے پہلے یہ کوشش کی جانی چاہیے۔
اس الیکشن کے کمالات میں ہمیشہ یاد رہیں گے۔
اس انداز میں جس انداز سے جاپانی سرجھکاتے ہیں۔
اس اندیشے سے ایک بنیادی مسئلہ جنم لے رہاہے۔
اس اڑتی گرد میں طوفان بننے کے آثار تھے۔
اس باب میں ایک کام "پیمرا" کوبھی کرنا ہے۔
اس باب میں تحقیق کا ابتدائی مرحلہ وہ تھا۔
اس باب میں ریاست سے دو بنیادی غلطیاں ہوئیں۔
اس بات کو رواج دینا علما کا کام ہے۔
اس بار متحدہ قومی موومنٹ اس کے پیچھے ہے۔
اس بارے میں وزیراعظم کا مؤقف بالکل درست ہے۔
اس بستی میں کوئی ہوگا جو دوسرے کو پرسادے؟
اس بصیرت پر سر پیٹنے کو جی چاہتا ہے۔
اس بڑھوتری میں ہمارے سے کوئی مقابلہ نہیں کرسکتا۔
اس بیماری سے ہم چھٹکارا کیوں نہیں حاصل کرتے؟
اس بیماری کے پھیلاؤ کی دو بڑی وجوہات ہیں۔
اس بیچارگی میں نگاہیں آسمان کی طرف اٹھتی ہیں۔
اس تاریخی شفٹ یا تبدیلی میں ہم کہاں ہیں؟
اس تحریک کا نقطۂ عروج تحریک نظام مصطفی تھی۔
اس ترکیب سے آدھا مسئلہ پہلے ہی حل ہوجاتا۔
اس تصور کو انگریزی میں ڈیٹیرنس کہتے ہیں۔
اس تعلیم کا دوسرا المیہ غیر معیاری ہونا ہے۔
اس تقریب کی جتنی بازگشت پاکستان میں ہونی چاہیے۔
اس تقریر میں صرف ایک بات قابل تعریف تھی۔
اس تقریر میں کوئی لفاظی اور شاعری نہ تھی۔
اس تنبیہ پر ڈر کے مارے آنکھیں کھولتے ہیں۔
اس توازن کو اہل سیاست بحال کر سکتے ہیں۔
اس جنگ میں فتح ہمیشہ تاریخ کی ہوئی ہے۔
اس جنگ کا ایک اور نتیجہ بھی برآمد ہوا۔
اس جنگ کی شروعات کشمیر میں ہم نے کی۔
اس جنگ کے اختتام پہ چار ایمپائرز ختم ہوئیں۔
اس حرکت کا سہرا شہباز شریف کو جاتا ہے۔
اس حملے میں پانچ فوجی جوانوں کی شہادت ہوئی۔
اس حوالے سے دو باتیں عرض کرنا چاہتا ہوں۔
اس حوالے سے پاکستان میں یہ نئی صورتحال ہے۔
اس خاندان کے شریف فیملی سے دیرینہ تعلقات ہیں۔
اس خطے میں ظاہر کہ پاکستان بھی شامل ہے۔
اس خیال کو ان مشاہدات سے تقویت ملتی ہے۔
اس دوران میں سارا قانونی عمل بظاہر شفاف ہے۔
اس دوران میں، آخر سکرین کو متحرک رہنا ہے۔
اس دھرتی پہ حکمرانی کا نقشہ انہوں نے کھینچا۔
اس دھماکے میں چالیس سے زائد فوجی مارے گئے۔
اس دھمکی سے البتہ کچھ زیادہ اثر نہیں ہوا۔
اس راستے سے جو ممبر بن کے آئے ہیں۔
اس رشتے کا کوئی تعلق عمر سے نہیں ہے۔
اس رشتے کو کسی صورت مجروح نہیں ہونا چاہیے۔
اس زمانے میں یہ تصور زیادہ زوروں پہ ہوگا۔
اس زمانے کی فوج اور وقتوں کی فوج تھی۔
اس سادگی پہ کون نہ مر جائے اے خدا۔
اس ساری کہانی کا ایک پہلو یہ بھی ہے۔
اس سفر میں پاک پتن کی دہلیز کیسے آئی؟
اس سلسلے کو لیکن کہیں ختم تو ہونا ہے۔
اس سوئے استعمال کو کیسے روکا جا سکتا ہے؟
اس سوال نے مجھے تو پریشان کر رکھا ہے۔
اس سوال کا جواب ابھی تک نہیں مل رہا۔
اس سوال کا جواب اسی وقت مل سکتا ہے۔
اس سوال کا جواب تو وہی دے سکتا ہے۔
اس سوچ کا گہرا تعلق صبر کے ساتھ ہے۔
اس سوچ کے اسباب سیاسی اور معاشی بھی ہیں۔
اس سیاسی بصیرت کی کون داد دے سکتا ہے؟
اس سے احترام قانون کی روایت مستحکم ہو گی۔
اس سے اصلاح احوال کا امکان پیدا ہوتا ہے۔
اس سے انحراف، مذاہب کے نزدیک اخلاقی جرم ہے۔
اس سے انسان کا تہذیبی سفر آگے بڑھتا ہے۔
اس سے بڑھ کر آدمی کو اور کیا چاہیے؟
اس سے بڑی سزا بے وقوفی کی بنتی ہے۔
اس سے بہتر عکاسی الفاظ میں نہیں ہو سکتی۔
اس سے تو کتاب کو مزید آکسیجن ملے گی۔
اس سے جذبہ انتقام کی تسکین تو ممکن ہے۔
اس سے زیادہ سادگی کی مثال ملنا مشکل ہے۔
اس سے زیادہ کوئی شرمناک بات ہو سکتی ہے؟
اس سے زیادہ کچھ کہنے کے ہم متحمل نہیں۔
اس سے فائدہ ا ٹھانے والے کروڑوں میں ہیں۔
اس سے قوم کے عزم کو تقویت پہنچی ہے۔
اس سے قومی مفاد کو فائدہ پہنچا یا نقصان؟
اس سے ماورا امور کی، وہ تائید کرتا ہے۔
اس سے معاشرے میں فساد پیدا ہو تا ہے۔
اس سے کیا ہماری بنیادیں کھوکھلی ہو جائیں گی؟
اس سے گریز ہی میں سب کا بھلا ہے۔
اس سے ہم کیا نتیجہ اخذ کر سکتے ہیں۔
اس سے ہندوستان کو تو جو نقصان ہونا ہے۔
اس سے یقینا سیاست کا معیار پست ہو گا۔
اس شعور کی تائید انسان کی عقل کرتی ہے۔
اس شورش میں سے جو حکومت نمودار ہو گی۔
اس شکست کے بعد چرچل کو کابینہ چھوڑنی پڑی۔
اس صورت حال کا کیا کسی کو احساس ہے؟
اس صورت حال کو تادیر گوارا نہیں کرنا چاہیے۔
اس صورتحال میں پولیس نے خاک کام کرنا ہے۔
اس ضمن میں تو ہم سے ہندوستان بہتر ہے۔
اس طب معجزانہ کی خصوصیات کا انہیں کون سمجھائے۔
اس طرح اللہ مثالوں سے اپنی بات سمجھاتا ہے۔
اس طرح وہ دوسروں سے الگ ہوجا تا ہے۔
اس طرح کی مثالیں پہلے بھی مو جود ہیں۔
اس طرح ہم جمہوریت کو نتیجہ خیزبنا سکیں گے۔
اس طرز سیاست میں عمران ہمیشہ پیچھے رہیں گے۔
اس طرز عمل پر نظر ثانی کی ضرورت ہے۔
اس ظلم کا خاتمہ دینی حلقوں کی ترجیح ہے۔
اس عدلیہ سے لوگوں کو انصاف بھی ملتا ہے۔
اس فضا میں ایک پوری نسل جوان ہوئی ہے۔
اس فلم کے ہدایت کار سعید اختر مرزا ہیں۔
اس قضیے میں حکومت کے پاس دو راستے تھے۔
اس قوم کو ایک نئی قیادت کی ضرورت ہے۔
اس لئے دونوں اطراف سے غلط ہو رہا ہے۔
اس لئے عمران خان کا سفر ابھی جاری ہے۔
اس لئے کہ ضرورت کے مطابق ہرچیز دستیاب ہے۔
اس لحاظ سے وہ طاقتور جرنیل مانے جاتے تھے۔
اس لیے آزاد میڈیا سب کے لیے رحمت ہے۔
اس لیے اب وہ یہ بھی کر گزرے ہیں۔
اس لیے امت کا ماڈل تو ناقابل عمل ہے۔
اس لیے سرمایہ دار انہی کو ترجیح دے گا۔
اس لیے لوگوں کا سیاست سے اعتبار اٹھ گیا۔
اس لیے ہم انہیں حکومت نہیں کرنے دیں گے۔
اس لیے یہ اصلا عملی نہیں، نظری مسئلہ ہے۔
اس لیے یہ ایک مذہبی نہیں، سماجی مسئلہ ہے۔
اس ماحول میں انصاف میں کس کی دلچسپی ہوگی؟
اس ماہرانہ رائے کے سامنے شریف بے بس تھے۔
اس محنت کا پچہتر روپے فی کالم اجر ملتا۔
اس مذہبی سیاست کا نقصان سب کو ہو گا۔
اس مرحلے پر اسے پیغمبر کی ضرورت ہوتی ہے۔
اس مرحلے پر کوئی نیا شوشہ نہیں چھوڑنا چاہیے۔
اس معاشرے میں اگر کوئی سیاسی تبدیلی آتی ہے۔
اس معاملے کو یہاں روکنے کی کوشش کرنی چاہیے۔
اس معرکے میں ایک فریق دیگر سیاسی جماعتیں ہیں۔
اس مقدمے کا تمام تر انحصار خوابوں پر ہے۔
اس ملاقات میں پروفیسر صاحب پینتالیس منٹ بولتے رہے۔
اس ملک میں ہر بڑے منصب کی تکریم ہے۔
اس ملک کی سیاست کے رموز وہ جانتے ہیں۔
اس میدان میں ملزم نہیں، صرف مجرم ہوتے ہیں۔
اس میں اخبار اور ٹی وی دونوں اہم ہیں۔
اس میں اس وقت مزید اضافہ ہو جاتا ہے۔
اس میں اعلی عدلیہ کی معاونت اوررہنمائی ضروری تھی۔
اس میں ایک سے زیادہ آرا ہو سکتی ہیں۔
اس میں بدقسمتی سے سویلینزحکومتوں کا کوئی کردار نہیں۔
اس میں تمام مسلم ممالک کے سربراہان مدعو تھے۔
اس میں تو آمریت کی نشانیاں مٹ جانی چاہیے۔
اس میں سب سے واضح جماعت اسلامی رہی ہے۔
اس میں سرمایے کو "کیپیٹل" کی حیثیت حاصل ہے۔
اس میں سے انقلاب کا کرشمہ بھڑک سکتا ہے۔
اس میں شبہ نہیں کہ ہم میں خرابیاں ہیں۔
اس میں شبہ نہیں یہ ایک بحرانی دور ہے۔
اس میں صرف مسلمان ہی شریک ہو سکتے تھے۔
اس میں غیر جانب داری یا ابہام کہاں ہے؟
اس میں فوری یا جلد انتخابات فٹ نہیں ہوتے۔
اس میں ماڈل ٹاؤن کے حادثے کا استثنا ہے۔
اس میں محمد بن قاسم کا تذکرہ بھی ہے۔
اس میں مختلف طبقات کے لیے مختلف نظام ہیں۔
اس میں وحشت کی انتہا کر دی جاتی ہے۔
اس میں چاہتے تو بہت کچھ کر سکتے تھے۔
اس میں کس طرح کی اصلاح کی ضرورت ہے۔
اس میں کوئی رخنہ یا رکاوٹ پیدا نہ ہو۔
اس نام کی کوئی تنظیم پہلے موجود نہیں تھی۔
اس نام کی کوئی چیز ماسکو میں نہ تھی۔
اس نے اپوزیشن کی صدارت کا مسئلہ چھیڑ دیا۔
اس نے ایک نئی محرومی کو جنم دیا ہے۔
اس نے جس سیاسی کلچر کو فروغ دیا ہے۔
اس نے عدلیہ کی ذمہ داری بڑھا دی ہے۔
اس نے وہی نعرہ لگایا، جو لوگ چاہتے تھے۔
اس نے گمان کیا کہ جماعت ایسا کرے گی۔
اس وقت تک سعودی عرب ایک فلاحی ریاست ہے۔
اس وقت جاری سیاسی عمل کی دو جہتیں ہیں۔
اس وقت ریاست کو بروئے کار آنا چاہتے تھا۔
اس وقت عصبیت مانپے کے اور پیمانے میسر تھے۔
اس وقت قوم کو ایک پیغام کی ضرورت ہے۔
اس وقت نواز شریف سے کسی کو ڈر نہیں۔
اس وقت پلڑا ان کی طرف جھک رہا ہے۔
اس وقت کاغذی شیر یہی کھیل کھیل رہے ہیں۔
اس وقت ہمارا حکمران طبقہ تیس سال پرانا ہے۔
اس وقت ہمیں ایک خارجی دشمن کا سامنا تھا۔
اس پر ابھی سے واویلا قبل از وقت ہے۔
اس پر انشاء اللہ جلد تفصیل سے لکھوں گا۔
اس پر انشااللہ اگلی نشست میں بات ہو گی۔
اس پر اگلے کالم میں بات کرتے ہیں۔
اس پر بالفعل بھی اسرائیل ہی کا قبضہ ہے۔
اس پر تعلیم اور تربیت کا دروازہ بند ہے۔
اس پر دین کے وہ تمام احکامات نافذ ہوں۔
اس پر سول سوسائٹی کے کارکن کیا کہیں گے؟
اس پرامام ابن تیمیہ کی تنقید مو جود ہے۔
اس پس منظر میں میرا سوال اپنی جگہ ہے۔
اس پس منظر میں کوئی بات کرے تو کیسے؟
اس پل کو بھی اب توڑ دیا گیا ہے۔
اس پہ بحث بھی نہیں ہوتی بس جو ہے۔
اس پہلو سے مسلمان ایک دوسرے کے بھائی ہیں۔
اس چینل پر دو مذہبی پروگرام ہو رہے ہیں۔
اس ڈر سے ہمت ہاتھ سے پھسل جاتی ہے۔
اس کا احترام دونوں فریقوں پر شرعا واجب ہے۔
اس کا اس سماج سے کوئی رشتہ نہیں تھا؟
اس کا اصل امتحان اس وجود کی حفاظت ہے۔
اس کا انحصار سیاسی قیادت کے وژن پر ہے۔
اس کا اندازہ شاید پیچھے والوں کو نہ تھا۔
اس کا ای نیوز لیٹر میرے پاس آتا ہے۔
اس کا ایجنڈا ایک پہلو سے عالمی بھی تھا۔
اس کا ایک وجود اس کے سوا بھی ہے۔
اس کا تدارک غصہ دلانے سے نہیں ہو گا۔
اس کا تعلق ایک غریب مسیحی خاندان سے ہے۔
اس کا تعلق راوی سے نہیں متن سے ہے۔
اس کا تعلق سیاست اور تاریخ سے بھی ہے۔
اس کا تعین بھی جلد ہو جا ئے گا۔
اس کا تما م تر انحصار رویوں پر ہے۔
اس کا جماعت اسلامی کو نقصان زیادہ ہوتا ہے۔
اس کا جمہوری مظہر صداری نظام ہو سکتا ہے۔
اس کا جواب بھی ریاست ہی کو دینا چاہیے۔
اس کا جواب مستقبل کے پردے میں چھپا ہے۔
اس کا حلیہ ہم نے بگاڑ کے رکھ دیا۔
اس کا خالق کون ہے اور کون ہونا چاہیے؟
اس کا سد باب اپوزیشن جماعتوں کا کام ہے۔
اس کا سچ ہو نا بھی ضروری نہیں ہے۔
اس کا صرف ایک علاج ہے" اور وہ ہے۔
اس کا غیر معمولی تسلط ضرور متاثر ہو گا۔
اس کا فائنل ایک ایسے وقت پر طے تھا۔
اس کا مخاطب میں نہیں، شہباز شریف صاحب ہیں۔
اس کا مخاطب ہر جماعت کا ہر فرد ہے۔
اس کا مطلب ہے کہ کچھ بھی ہوسکتا ہے۔
اس کا مطلب ہے کہ یہ کوئی اور تھے۔
اس کا مطلب یہ ہے کہ قانون ہو گا۔
اس کا ڈر ہمارے دلوں پہ حاوی رہتا ہے۔
اس کا کوئی اطمینان بخش جواب ضرور ہونا چاہیے۔
اس کا ہدف زرداری حکومت کے پر کترنا تھا۔
اس کا ہدف پھر ایک نہیں، بہت سے ہوں۔
اس کااثر پورے معاشرے کی فضا پر پڑتا ہے۔
اس کانفرنس کے سب ہی اجلاس بہت اہم تھے۔
اس کتاب نے بھارت میں تہلکہ مچا دیا ہے۔
اس کو ایک مثال سے سمجھا جا سکتا ہے۔
اس کو بہت سے معانی پہنائے گئے ممکن ہیں۔
اس کو حکمران اپنی بصیرت سے طے کرتے ہیں۔
اس کو لیکن ہیجان کا باعث نہیں بننا چاہیے۔
اس کو ہم ایک مثال سے سمجھ سکتے ہیں۔
اس کو ہماری روایت میں تزکیہ نفس کہتے ہیں۔
اس کوہ کنی کے لیے فرہاد کا جگر چاہیے۔
اس کی اساس عوامی ترقی  پر ہے۔
اس کی انہوں نے ایک تاویل پیش کی تھی۔
اس کی ایک وجہ تو پالیسی کی ناکامی ہے۔
اس کی بازگشت لیکن ادھر ادھر سے سنتا ہوں۔
اس کی بنیاد تکلم، دلیل اور رویے پر تھی۔
اس کی بنیاد پر عوامی جذبات کو بھڑکاتے ہیں۔
اس کی بنیاد ہی تخریب پر رکھی جاتی ہے۔
اس کی بیماریاں ختم نہیں تو کم کیسے ہوں۔
اس کی تازہ ترین مثال پی ٹی آئی ہے۔
اس کی تفہیم ایک ماہر سماجیات کا کام ہے۔
اس کی خارجہ پالیسی کے دو بنیادی ستون تھے۔
اس کی رفتار دن بدن تیز ہوئی جاتی ہے۔
اس کی سزا تو بہر حال اسے ملنی چاہیے۔
