ﷲ تعالی انہیں اپنی آیات قرار دیتا ہے۔
اپنی ڈریسنگ بہتر بنائیے یہ اچھا مشورہ ہے۔
اپنی ذات سے خیر کے کتنے کام ہوئے؟
اپنی سوچ سمجھ کے مطابق کر رہے ہیں۔
اپنی مسلکی شناخت کے بارے میں حساس ہوں۔
اپوزیشن اسے ناکام بنانے کی کوشش کرتی ہے۔
اپوزیشن کو متحدہ ہونا چاہیے مگر کس لیے؟
اپوزیشن کی سیاست میں جیل ناگزیر پڑاؤ ہے۔
اتنا بھی دل پھینک ہونے کی کیا ضرورت؟
اتنا کچھ ایک دورے کے نتائج کافی نہیں؟
اتنا لمبا اقتدار اور اس کا یہ انجام۔
اتنی محنت کر کے کون ہلکان ہوتا پھرے؟
اٹل حقیقت تلوار یا بندوق کی ہوتی ہے۔
اٹھانے والے پراسرار بندے تھے، پولیس کیا کرتی۔
اچھی خاصی جمہوریت مشرف دور میں موجود تھی۔
احتجاج عام طور پر اس وقت ہوتا ہے۔
احتجاج کا کلچر یہاں کیوں فروغ پذیر ہے؟
احتجاجی کلچر کو کون ختم کر سکتا ہے؟
احتساب پڑھانے سے زیادہ کرنے کا کام ہے۔
احتساب عدالت کا فیصلہ تو ابھی باقی ہے۔
احتساب کے موضوع پر بات ہو رہی تھی۔
احتساب کی روایت کو اگر آگے بڑھنا ہے۔
احتیاط سے چلتے اوراپنے جنگجوؤں کو لگام دیتے۔
احمقانہ باتوں کی بھی کوئی حد ہوتی ہے۔
اخبارات پڑھنے سے ڈپریشن طاری ہو جاتا ہے۔
اخبارات کھولیے، ٹی وی مباحثوں کا جائزہ لیجئے۔
اختلاف رائے ایک زندہ معاشرے کی پہچان ہے۔
اختلاف رائے کا سوال ہی پیدا نہیں ہوتا۔
اختلاف رائے کو آپ کیسے برداشت کرتے ہیں۔
اختلاف کا دوسرا دائرہ کلامی و فقہی ہے۔
اختلاف کے ساتھ معاملہ کرنے کے دوطریقے ہیں۔
اختیار کا ایسا ارتکاز کہ معلوم ہوتا ہے۔
اخلاق اور دیانت سکہ رائج الوقت نہیں ہیں۔
اخلاق سے محرومی شرف انسانیت سے محرومی ہے۔
اخلاق کی اساس انسان کے مابعدالطبیعیات میں ہے۔
اخلاق کی فتح تو قدرت کا فیصلہ ہے۔
اخلاق، دلیل، انصاف، سب قدریں بے معنی تھیں۔
اخلاقی حوالے سے کوئی مثالی لیڈر نہیں ہیں۔
اخلاقیات درست کرنے کی مصیبت اس کی نہیں۔
اخلاقیات، اب سیاست میں ایک موضوعی معاملہ ہے۔
ادارہ سازی کا ایک مرحلہ وہ ہوتا ہے۔
ادارہ سازی کے لیے یہی رخت سفر ہے۔
اداروں میں تصادم اس استحکام میں حائل ہے۔
ادب میں ایک سے زیادہ نظریات مروج ہیں۔
ادھورا علم جہالت سے زیادہ خطرناک ہوتا ہے۔
اردو کے تسلط سے بھی انہیں شکوہ تھا۔
اردو میں یہ غیر سرکاری تنظیمیں کہلاتی ہیں۔
اس ابتدائی معرکے کا نتیجہ ہمارے سامنے ہے۔
اس ابہام کے باعث ایک جھنجھلاہٹ ہے۔
اس ارتقاء سے ایک دلچسپ صورتحال پیدا ہوئی۔
اس امر سے نااہلی ختم نہیں ہو گی۔
اس باب میں اگر پہلے کوئی ابہام تھا۔
اس باب میں ایک رائے وہ بھی ہے۔
اس باب میں قوم کو یکسو ہونا ہے۔
اس بار ایک اور مفہوم میرے سامنے ہے۔
اس بار تو بہار واقعی عجیب گزری ہے۔
اس بار سو فیصد مقامی تحریک مزاحمت ہے۔
اس بار ہدف چوہدری نثار علی خان ہیں۔
اس بارے میں ان کے کوئی تحفظات نہیں۔
اس بحث کا ایک پہلو اور بھی ہے۔
اس پر ابھی ایک بڑا سوالیہ نشان ہے۔
اس پر اگلی نشست میں بات کرتے ہیں۔
اس پر اگلی نشست میں بات ہو گی۔
اس پر بہت تبصرے، تجزیے ہو رہے ہیں۔
اس پر بہت سی چیزوں کا دارومدار ہے۔
اس پر مختلف تبصرے، تجزیے آتے رہیں گے۔
اس پر وہ سیاسی رہنما بھی معترض ہیں۔
اس پھیلاؤ کی کسی کو کوئی فکر نہیں۔
اس پورے شہر میں، میں واحد آدمی ہوں۔
اس تاثر سے تحریک نے اور زور پکڑا۔
اس تجزیے کا تعلق دوسرے دائرے سے ہے۔
اس تصور ریاست کو کس نے تبدیل کیا؟
اس تضاد کی کیا کوئی توجیہہ ممکن ہے؟
اس تمام تر سرگرمی میں ایک ربط ہے۔
اس چابی کو چلانے والے ہاتھ اور تھے۔
اس حکومت کے زعما کا عجیب وتیرہ ہے۔
اس حوالے سے دو سوالات اٹھائے جاتے ہیں۔
اس حوالے کا ایک اور پہلو بھی ہے۔
اس خبر پر اظہار مسرت ہی کرنا چاہیے۔
اس خواب کو ادھورا ہی رہنے دیا جائے۔
اس خیال کی آبیاری کرنے والے بہت تھے۔
اس دن کی آمد اتنی ہی یقینی ہے۔
اس دوران دو نئی بحثیں شروع ہوئی ہیں۔
اس ڈر سے نیندیں حرام ہو چلی ہیں۔
اس راکھ میں کچھ چنگاریاں دبی ہوئی ہیں۔
اس روایت کو زندہ کرنے کی ضرورت ہے۔
اس روش کی اب حوصلہ شکنی ہونی چاہیے۔
اس ریاست میں ادارے پہلے ہی مضبوط تھے۔
اس زخم پہ مرہم رکھنے کی ضرورت تھی۔
اس سادگی پہ کون نہ مرجائے اے خدا۔
اس سب کچھ کے لیے کیا بیانیہ ہے۔
اس سے اب ہمیں کچھ زیادہ غرض نہیں۔
اس سے اختلاف کا امکان بہت کم ہے۔
اس سے ایک جوہری تبدیلی بھی آئے گی۔
اس سے آخر کیا ثابت ہو تا ہے؟
اس سے بچنے کا ایک ہی راستہ ہے۔
اس سے بڑی ناکامی اور شکست کیا ہوگی؟
اس سے بھارت کو کچھ ملنے والا ہے۔
اس سے بھی کوئی بڑی ٹریجڈی ہے۔
اس سے تو لباس آلودہ ہو جاتا ہے۔
اس سے دین کی کوئی خدمت ہوتی ہے۔
اس سے زیادہ پسے ہوئے عوام کوئی نہیں۔
اس سے زیادہ خطرناک آمریت ہو نہیں سکتی۔
اس سے زیادہ کچھ کرنے کو رہا نہیں۔
اس سے کیا حساب برابر ہو جاتا ہے؟
اس سے لوگ پریشان اور مضطرب ہوتے ہیں۔
اس سے مراد نظم صلوۃ کا قیام ہے۔
اس سے ملک کو نقصان تو نہیں ہوگا؟
اس سے ملک و قوم کو نقصان پہنچا۔
اس سے نجات کی صرف ایک صورت ہے۔
اس سے وہ راہزن لگنے بھی لگے ہیں۔
اس سے یہ اندازہ لگایا جا سکتا ہے۔
اس صبح کو دیکھنے والے خوش قسمت ہیں۔
اس صورت میں یہ ایک فروعی بحث ہے۔
اس صورتحال کا فائدہ عمران خان کو ہورہاہے۔
اس صورتحال کا واحد حل فوری انتخابات ہیں۔
اس صورتحال کی فیصلہ سازوں کو کیا پروا؟
اس ضمن میں اداروں کا مطلب کیا ہے؟
اس طرح اس تاریخی جلسے میں شرکت ہوئی۔
اس طرح ایسے سیاستدانوں کا خرچہ چل جاتا۔
اس طرح دائرے کا سفر جاری رہتا ہے۔
اس طرح سویلین بالادستی قائم کی جاتی ہے؟
اس طرز عمل کا جمہوریت سے کیا واسطہ؟
اس عدم توازن کے دوہی اسباب ہوسکتے ہیں۔
اس عمارت کی تزئین و آرائش باقی ہے۔
اس عمر میں کافی زمانہ دیکھ چکے ہیں۔
اس فریم ورک میں ایک بنیادی خامی ہے۔
اس فضا میں سیاسی اسلام"" ایک بوجھ ہے۔
اس قسم کی رپورٹوں میںمزید تیزی آئے گی۔
اس کا احتساب صرف عوامی شعورکر سکتا ہے۔
اس کا ارتکاب رہا لیکن پردے کے پیچھے۔
اس کا اطلاق سب پر یکساں ہوتا ہے۔
اس کا اعتراف میری نسل پر واجب ہے۔
اس کا ایک جزو بالغ رائے دہی ہے۔
اس کا ایک دوسرا پہلو باہمی مفادات ہیں۔
اس کا آغاز حسن ظن سے ہو گا۔
اس کا تعلق اس نظریاتی کشمکش سے ہے۔
اس کا تعلق ریاست کی ماہیت سے ہے۔
اس کا تعلق سیاسی حکمت عملی سے ہے۔
اس کا تعلق صرف حکومت سے نہیں ہے۔
اس کا تعلق نماز جمعہ سے نہیں ہے۔
اس کا تعلق ہمارے تصور مذہب سے ہے۔
اس کا تقاضا ہے کہ اسے لڑنا چاہیے۔
اس کا ثمر سماجی اور سیاسی استحکام ہے۔
اس کا جواب پہلے فریق پر قرض ہے۔
اس کا دفاعی بجٹ ستر ارب ڈالر ہے۔
اس کا ذکر بہت کم ہو تا ہے۔
اس کا رویہ عذر خواہانہ نہ ہو گا۔
اس کا سبب ان کا پس منظر ہے۔
اس کا سفینہ اس دریا میں تیرتا ہے۔
اس کا سہرا کس کے سر سجتا ہے؟
اس کا کام میرے نفس کا تزکیہ ہے۔
اس کا لیکن ایک طریقہ ہے، وہ ہے۔
اس کا میرے پاس ایک ہی جواب ہے۔
اس کا ناگزیر نتیجہ سماجی بد امنی ہے۔
اس کارروائی کا اصل ہدف جماعت اسلامی ہے۔
اس کام میں کچھ وقت تو لگے گا۔
اس کلچر میں اصل چیز میرا مطالبہ"" ہے۔"
اس کلچر میں بہتری کے آثار نہیں ہیں۔
اس کو بچانا ہماری پہلی ترجیح ہونی چاہیے۔
اس کو قبول کرنے ہی میں عافیت ہے۔
اس کو کیوں درست نہیں کیا جا رہا؟
اس کے اپنے نفسیاتی اور علامتی اثرات ہیں۔
اس کے اسباب ایک سے زیادہ ہوسکتے ہیں۔
اس کے اصل کردار کون کون سے ہیں؟
اس کے ایک سے زیادہ جواب ہوسکتے ہیں۔
اس کے باوجود، وقت کا اپنا جبر ہے۔
اس کے باوصف وہ ایک قومی ریاست ہے۔
اس کے بعد انہی پروگراموں کی جگالی ہے۔
اس کے بعد تبدیلی لائی جا سکتی ہے۔
اس کے بعد گھر جا کر کیا کرنا؟
اس کے پاس کہنے کو کچھ نہیں تھا۔
اس کے پیچھے پورا ایک عالمی اتحاد تھا۔
اس کے تار تار الگ ہو رہے ہیں۔
اس کے تحت بعض تبدیلیاں آ رہی ہیں۔
اس کے ثمرات، اسی طرح سامنے آئیں گے۔
اس کے جواب میں کیا عرض کیا جائے؟
اس کے چار پانچ بنیادی فوائد یہ ہیں۔
اس کے خلاف سعودی عرب کی حمایت کیوں؟
اس کے ذکر سے گریز ہی بہتر ہے۔
اس کے ساتھ بھی تعلق خاطر ہوتا تھا۔
اس کے ساتھ سیاسی عمل بھی جاری ہے۔
اس کے سامنے دنیا کا نقشہ کیا ہے۔
اس کے سربراہ حال ہی میں تبدیل ہوئے۔
اس کے لیڈران کے چہرے مرجھا جاتے ہیں۔
اس کے لیے اعلی تعلیمی کمیشن موجود ہے۔
اس کے لیے انہیںشریک مشاورت کرنا ہو گا۔
اس کے لیے ایک ایک دن اہم ہے۔
اس کے لیے ایک بجٹ طے کرتی ہے۔
اس کے لیے ایک موثر نظام بننا چاہیے۔
اس کے لیے ایک وکیل کی ضرورت ہے۔
اس کے لیے جان بھی دینا پڑتی تھی۔
اس کے لیے طلبہ آیڈیٹوریم میں جمع ہوں۔
اس کے لیے مگر دانش کی ضرورت ہے۔
اس کے لیے موضوعات تبدیل کرنا پڑتے ہیں۔
اس کے لیے ہم غیر ملکی گاہک تھے۔
اس کے لئے تین ہفتے بھی کم ہیں۔
اس کے لئے زیادہ اچھا وقت نہیں تھا۔
اس کے مطابق سٹیل ملز بھی وہی چلائیں۔
اس کے مظاہر دنیا بھر میں پھیلے ہیں۔
اس کے مقابلے میں شریف زادے کیا ہیں۔
اس کے ہیرو مسلم لیگی رہنما ہی ہوں۔
اس کی اپنی مارکیٹ ہی بہت بڑی ہے۔
اس کی ایک بڑی نفسیاتی وجہ بھی ہے۔
اس کی ایک وجہ ذوق کی پستی ہے۔
اس کی بہت سی مثالیں ہمارے سامنے ہیں۔
اس کی تشہیر پورے ملک میں ہوتی تھی۔
اس کی تفصیلات بھی آئین میں موجود ہیں۔
اس کی تو کوئی بات بھی نہیں کرتا۔
اس کی جگہ کون سا نظام لائیں گے؟
اس کی دو تین وجوہ ہو سکتی ہیں۔
اس کی ذمہ داری مذہب پر نہیں ہے۔
اس کی صدائے بازگشت اگر سنائی دیتی ہے۔
اس کی کوئی زیادہ حقیقت نہ ہو گی۔
اس کی معاشی کارکردگی بہتوں سے بہتر ہے۔
اس کی منزل جمہور کا حق اقتدار ہے۔
اس کی نوعیت اب تبدیل ہو چکی ہے۔
اس کی ہر قیمت پر مزاحمت کرنی چاہیے۔
اس کی ہمت ان پارٹیوں میں نہیں تھی۔
اس کی واحد صورت اپوزیشن سے رابطہ ہے۔
اس کی وجہ افغانستان کی صورت حال ہے۔
اس کی وجہ سے ہم سب واقف ہیں۔
اس کی وجہ نواسۂ رسولؐ کی مظلومیت ہے۔
اس کیفیت میں اعصاب کہاں تک ساتھ دیں؟
اس لائحہ عمل کی ناکامی نوشتۂ دیوار ہے۔
اس لیے اس وقت وہی زیر بحث ہے۔
اس لیے انہیں بروئے کار آنا ہو گا۔
اس لیے آپ کا گھر غیر قانونی ہے۔
اس لیے ریاست کے مسائل کو جانتے ہیں۔
اس لیے غلطی کا امکان کم ہوتا ہے۔
اس لیے معاملہ بھی انہی سے کرنا چاہیے۔
اس لیے وہاں ناکامی ٹرمپ کا مقدر ہے۔
اس لیے یہ روایت یقینا مو ضوع ہے۔
اس لئے آواز بھی گھسی ہوئی آتی ہے۔
اس لئے رکھاجاتاہے کہ بوقت ضرورت کام آئے۔
اس لئے مملکت خداداد میں آپ لاچار ہوں۔
اس ماحول میں جو آزادی نظر آتی ہے۔
اس مسئلے کا محض ایک پہلو نہیں ہے۔
اس مسئلے کی طرف تھوڑی سی توجہ دے۔
اس معاملے کا ایک اور پہلو بھی ہے۔
اس معاملے میں دونوں سچ کہہ رہے ہیں۔
اس معرکے میں ایک فریق حکومت بھی ہے۔
اس مقدمے کی مختصر روداد میرا خیال ہے۔
اس ملک کے لبرلز کا ایجنڈا کیا ہے؟
اس ملک کی آسائشیں اشرافیہ کے لئے ہیں۔
اس ملک میں ان کا ایک حلقہ ہے۔
اس ملک میں کیسے انقلاب آ سکتا ہے۔
اس ملک میں لاکھوں لوگ سرکاری ملازم ہیں۔
اس مؤقف کی بھرپور وکالت کر رہے ہیں۔
اس موقع پر تعرض قومی ذمہ داری ہے۔
اس موقع سے وہ کیا فائدہ اٹھاتا ہے۔
اس میں اگر کرپشن سمیت کوئی خرابی ہے۔
اس میں الزام کا مطلب ہی جرم ہے۔
اس میں ان کامضمون پڑھنے کے لائق ہے۔
اس میں انقلابی جدوجہد کی ضروت باقی ہے۔
اس میں ایک نا قابل بیان لذت ہے۔
اس میں بنیادی کردار سیاسی جماعتوں کا ہے۔
اس میں بھی دو نقطہ ہائے نظر ہیں۔
اس میں ترجیح کا حق باقی رہتا ہے۔
اس میں تمام صوبوں کے نمائندے شامل ہوں۔
اس میں جان دینی اور لینی پڑتی ہے۔
اس میں حکمرانوں کی ذمہ داریاں کیا ہیں۔
اس میں خوشامدی ٹولہ ان کا ہمنوا تھا۔
اس میں فاشزم کے خواص بتائے گئے ہیں۔
اس میں کون سی حیرت والی بات ہے۔
اس میں کون کون سے نام آتے ہیں۔
اس میں گہرائی اور بہت سے زاویے ہیں۔
اس میں مسلمان، غیر مسلم سب شامل تھے۔
اس میں مگر ایک پیچیدگی آن پڑی ہے۔
اس میں"خلافت" کورول ماڈل کی حیثیت حاصل ہے۔
اس ناکامی کا تیسرا سبب ہمارا میڈیا ہے۔
اس نصاب کا اصل ہدف افغان بچے تھے۔
اس نظام میں جمہوریت کی آسائشیں نہیں تھیں۔
اس نفسیات کی تعمیر تعلیم سے ہوتی ہے۔
اس نے اعتدال کی جگہ لے لی ہے۔
اس نے الیکشن کمیشن کو عمدہ تجاویزدی ہیں۔
اس نے حزب اللہ کو برا بھلا کہا۔
اس نے کہا کہ رات بھر گھمانا ہے۔
اس ہتھیار کو "نان سٹیٹ ایکٹر" کہتے ہیں۔
اس ہنگامے میں کئی اہم خبریں دب گئیں۔
اس وادی کوکسی آبلہ پا کا انتظار ہے۔
اس واضح قسم کا مکھن نہیں لگایا جاتا۔
اس وجہ سے کہ یہاں ذہن بند ہیں۔
اس وقت اگر ریاست کوئی اقدام کرتی ہے۔
اس وقت جب شریف خاندان گرداب میں ہے۔
اس وقت صرف ایک نور خان نہیں تھا۔
اس وقت کون میر کارواں ہو سکتا ہے؟
اس وقت گورننس کا ایک نظام موجود ہے۔
اس وقت ملک کا اصل اثاثہ نوجوان ہیں۔
اس وقت ملک میں اضطراب کی کیفیت ہے۔
اس وقت ن لیگ کا کردار کیا ہے؟
اس وقت واحد ہائوسنگ سوسائٹی ماڈل ٹائون تھی۔
اسدعمر میں کس نے وہ صلاحیتیں دیکھی تھیں۔
اسرائیل کو مجبورا وہ خطہ خالی کرنا پڑا۔
اسرائیل میں یہ سیاست سے جڑا ہوا ہے۔
اسلام پاکستان کامحور تھا، ہے اور رہے گا۔
اسلام عہد کو نبھانے کا حکم دیتا ہے۔
اسلام کا سیاسی تصور مشاورتی اور جمہوری ہے۔
اسلام کی دعوت بھی اگر پھیل سکتی ہے۔
اسلام، فرد اور اجتماع دونوں کے لیے ہے۔
اسلامی اخلاقیات ہمیں اسی کی تعلیم دیتی ہیں۔
اسلامی ریاست کو عروج خلافت عباسیہ میں پہنچا۔
اسلوب کا تعین جذبۂ تحریر کے تابع ہے۔
اسے " رول آف لا " کہتے ہیں۔
اسے اپنا مقدمہ عدالتوں میں ثابت کرنا ہے۔
اسے اخلاقی بنیادوں پر اپنا مقدمہ لڑنا چاہیے۔
اسے آزادیٔ رائے کا دور کہا جاتا ہے۔
اسے بحال ہونے میں کتنا وقت لگتا ہے؟
اسے بھی کسی کا ہجر دکھ دیتا ہے۔
اسے ثبات کو تغیر میں بدلنا پڑتا ہے۔
اسے حدیبیہ پیپر ملز کا کیس کہتے ہیں۔
اسے عالمی قوتیں بھی نہیں روک پائیں گی۔
اسے کسی خلش میں مبتلا کر سکتا ہے۔
اسے کھونے کے بجائے ہمیں آگے بڑھنا چاہیے۔
اسے مگر بادل ناخواستہ قبول کر لینا چاہیے۔
اسے میرے گھونسے کے لیے تیار رہنا چاہیے۔
اسے نہ پڑھنا ایک طرح کی بدنصیبی ہے۔
اسے ہم جلتی پر تیل کہہ سکتے ہیں۔
اسی پر مملکت کے استحکام کا انحصار ہے۔
اسی تعداد میں ریٹرننگ آفیسر مطلوب ہوتے ہیں۔
اسی سے اصلاح کے امکانات پیدا ہوتے ہیں۔
اسی سے انسان کا سماجی ارتقا ممکن ہے۔
اسی سے سیاسی استحکام بھی پیدا ہوتا ہے۔
اسی سے میری تہذیب زندہ رہ سکتی ہے۔
اسی سے نفرت کی دیواریں کھڑی ہوتی ہیں۔
اسی طرح آبادی میں بے ہنگم اضافہ ہے۔
اسی طرح جنوبی پنجاب کی مختلف سیاست ہے۔
اسی طرح جہاد بھی اسی وقت ہو گا۔
اسی طرح کے کئی قصے میرے پاس ہیں۔
اسی طرح لوگ اسلام کو عصبیت سمجھتے ہیں۔
اسی طرح لونڈیاں خریدی اور بیچی جاتی تھیں۔
اسی غلامی میں اس کی عظمت پوشیدہ ہے۔
اسی کا ایک مظہر ان کا ٹویٹ ہے۔
اسی کو ہم جمہوری تبدیلی بھی کہتے ہیں۔
اسی کی گود میں پلی اور بڑی ہوئی۔
اسی کیفیت پہ شاید شاعر نے کہا تھا۔
اسی کیلئے یہ سب کچھ ہو رہا ہے۔
اسی لیے ایام اسیری برداشت نہیں ہو رہے۔
اسی لیے شریفوں کی کچھ نہیں چل رہی۔
اسی لیے صرف حکومت مخمصے میں نہیں ہے۔
اسی لیے وکلا تاریخ در تاریخ لیتے ہیں۔
اسی لئے ان کی سزا معطل ہونی چاہیے۔
اسی لئے کہ سب بہانے ختم ہو گئے۔
اشتعال نہیں، صبر! مواقع دستک ضرور دیتے ہیں۔
اشرافیہ کی ٹریننگ اورتربیت ان سکولوں میں ہوتی۔
اشفاق احمد اور بانوقدسیہ بھی لکھ رہے تھے۔
اصغر خان کیس کی مثال ہمارے سامنے ہے۔
اظہار کے علامتی اسالیب کی بات ہوتی ہے۔
اعلی درجے کی فلمیں بھی بن رہی ہیں۔
اعمال بالکل مختلف لیکن زبانوں پہ ورد پارسائی۔
افتخار چوہدری صاحب نے پٹیشن پہ سماعت رکھی۔
افسران مع بیگمات کا یہ پسندیدہ مقامات ہیں۔
افغانستان میں امن کے امکانات بہت کم ہیں۔
افغانستان میں بھی امریکی سٹریٹیجی تبدیل ہوسکتی ہے۔
افغانستان میں جاری جنگ اور قسم کی ہے۔
افغانستان میں ہم نے کیا تبدیلی لانی تھی۔
اقبال اور مولانا مدنی اس پر متفق ہیں۔
اقبال کا بیٹھنا مگر اور طرح کا ہے۔
اقبال ہماری روایت اور تہذیب کا استعارہ ہیں۔
اقبال" تعلیم اور فنون لطیفہ کا حصہ ہیں۔
اقتدار سے محرومی تو کم از کم ہے۔
اقتدار معاشرتی وسیاسی استحکام کے لیے ہوتا ہے۔
اقتصادی راہداری اہل سیاست کے شعورکا امتحان ہے۔
اقدام البتہ ہم اپنی عقل سے اٹھاتے ہیں۔
اقلیتوں کے معاملہ میں آپ کتنے حساس ہیں۔
اقلیتوں کے معاملے میں ہمارا ریکارڈ کیا ہے؟
اقوام متحدہ اسی وقت مداخلت کر سکتی ہے۔
اقوام متحدہ کی قراردادیں بعد کی باتیں ہیں۔
اکثر تار عنکبوت سے ایک خواب بکھرتا ہے۔
اکثر رات کارٹون دیکھتے دیکھتے سو جاتے ہیں۔
اکثر لوگ اس کا ایک جواب دیتے ہیں۔
اکثریت غربت و افلاس کی زد میں ہے۔
اکیسویں صدی میں بھی یہ رجحانات غالب ہیں۔
اگر "آزادی مارچ" محض ایک جذباتی فیصلہ تھا۔
اگر اس کالم نے آپ کو الجھایا ہے۔
اگر ان سوالات کے جواب اثبات میں ہیں۔
اگر انہوں نے کوئی کمیشن بنانا ہی ہے۔
اگر ایسا نہیں ہوا اور بحران موجود ہے۔
اگر برسر زمین ہوا تو ریاست کہاں تھی؟
اگر بھٹو اپنے آپ کو پروگریسیو سمجھتے تھے۔
اگر تمام نہیں تو چند یقینا ایسے ہیں۔
اگر حکومت کسی مہمان کو مدعو کرتی ہے۔
اگر دہشت گرد صرف وحشی اور جاہل ہوتے۔
اگر سنتا تو یہ ہیجان کیوں ہو تا؟
اگر سیاست میں اکتا دینے والے چہرے ہیں۔
اگر فی الواقعہ یہ کوئی سیاسی مسئلہ تھا۔
اگر کچھ کام فوج کے کرنے کے ہیں۔
اگر کلثوم نواز قومی اسمبلی میں پہنچ گئیں۔
اگر معلوم ہو گیا توتحقیق کس بات کی؟
اگر نواز شریف کے ساتھ ایسا ہوتا ہے۔
اگر نوازشریف کے بیانیے پر کھڑا رہنا ہے۔
اگر وہ حقانی نیٹ ورک کے نکلتے ہیں۔
اگر وہاں اتنا بڑا زلزلہ آ سکتا ہے۔
اگر یہ سب کام قانونی حصار میں ہے۔
اگر یہ کسی فساد کا راستہ کھولتا ہے۔
اگر‘ عرب ممالک سے ہمارے تعلقات اچھے ہیں۔
اگرانہیں کسی بہتر صورت حال کا انتظار ہے۔
اگروہ اپنی قومی ذمہ داریوں سے باخبر ہوں۔
اگلے انتخابات تک یہ ہیجانی صورتحال رہے گی۔
اگلے روز ڈھاکہ میں ہتھیار ڈال دئیے گئے۔
اگلی الیکشن مہم کی قیادت کون کرے گا؟
الحاد بطور نظریہ لبرل ازم کی اساس ہے۔
اللہ تعالی کی معرفت اسلام کی بنیاد ہے۔
الہام اور عقل دونوں کا فیصلہ یہی ہے۔
